"t","S","E","I","H","C","R","D"
118,5114721.9086581,70432.5653857305,41600.4069729948,4949.77200235424,2414.5476606012,262939.707222648,2941.09209757326
118.25,5110985.06091757,71217.3604033401,41941.8115751264,4991.48520578617,2435.80983976135,265457.080249826,2971.39180858967
118.5,5107664.69496276,71561.4148604006,42286.1636482303,5033.49828697452,2457.22662736503,267995.043402713,3001.95821155539
118.75,5104348.46202803,71889.5436881397,42621.0179103359,5075.79723268316,2478.7988605935,270553.587037441,3032.79324277617
119,5100572.58315765,72655.6534337754,42956.4470060297,5118.35127593278,2500.52713601413,273132.53914243,3063.89884816667
119.25,5096737.13703422,73446.9592388285,43304.8410883302,5161.17956830683,2522.41208620764,275732.194001397,3095.27698270676
119.5,5093309.31816352,73805.4482240293,43656.695021453,5204.30144394882,2544.45451622185,278352.853019213,3126.92961161057
119.75,5089906.5012004,74127.4658661873,43998.3732215098,5247.69782571112,2566.65481063559,280994.448367451,3158.85870809965
120,5086019.83814501,74911.6313398975,44340.2225737613,5291.34687011707,2589.01318254348,283656.881641692,3191.06624698076
120.25,5082058.9704821,75733.4469963794,44696.7619361126,5335.26895126081,2611.53051807304,286340.46690863,3223.55420744006
120.5,5078552.6030916,76074.6418609664,45057.3233539151,5379.47541295091,2634.20733104216,289045.42436495,3256.32458457362
120.75,5075059.75679791,76391.9501597598,45405.970248965,5423.9743702238,2657.04348464415,291771.925565869,3289.37937262974
121,5071061.71787721,77192.5207181881,45754.4442627234,5468.73602825499,2680.03994234452,294519.82060079,3322.72057048702
121.25,5067001.77538809,78018.3348504764,46117.5033154371,5513.74539445125,2703.19751702132,297289.093352404,3356.3501821204
121.5,5063380.78506252,78379.3895361404,46483.7181677701,5559.04858336618,2726.51613510733,300080.272287717,3390.27022737762
121.75,5059781.11639312,78707.2007412412,46839.3029147867,5604.62479952065,2749.99619780936,302893.27622939,3424.4827241305
122,5055678.58384538,79515.5211819624,47194.9297943608,5650.44042074692,2773.63784889838,305727.897218447,3458.98969020675
122.25,5051510.24847654,80351.8858818212,47565.6958915978,5696.51472683508,2797.44125006354,308584.420625121,3493.79314802656
122.5,5047818.8630905,80686.6259404481,47937.8110019286,5742.90449839479,2821.40699063502,311463.493354385,3528.89512370522
122.75,5044130.48055949,81007.5464709723,48297.8084933725,5789.55965896876,2845.53578546303,314364.77137852,3564.29765320837
123,5039895.27893608,81852.759097115,48657.5945251394,5836.45188222939,2869.82737272424,317288.085413697,3600.00277301274
123.25,5035582.82071778,82735.6002608415,49034.1652438148,5883.58006152958,2894.28216341221,320233.539027935,3636.01252468827
123.5,5031774.04779986,83086.8279867385,49415.4875553332,5930.96675429992,2918.9000412774,323201.440916545,3672.32894594785
123.75,5027979.58799071,83414.0611198397,49782.8875855653,5978.64567965658,2943.68016667714,326192.183377877,3708.95407967848
124,5023603.93512208,84299.1989866823,50150.181451052,6026.58345597601,2968.62360474235,329205.587423473,3745.88995599675
124.25,5019174.18618181,85195.9775831943,50536.6277945762,6074.75660547665,2993.73193137844,332241.581289245,3783.13861431949
124.5,5015292.96609431,85517.2099506449,50926.4129197034,6123.19649111492,3019.00332531531,335300.50908816,3820.70213075339
124.75,5011378.94553726,85863.2166745134,51299.7659268571,6171.96974167258,3044.43741321462,338383.082169798,3858.58253668514
125,5006880.04352901,86767.4363793328,51676.3451681844,6220.95861294149,3070.03738461012,341488.397051141,3896.78187478058
125.25,5002347.73599915,87663.6811005451,52070.614188366,6270.18232676326,3095.80135726922,344616.682810748,3935.30221716116
125.5,4998354.60643223,87995.1814432896,52465.5109327896,6319.75130916986,3121.72947394485,347769.074784137,3974.14562443953
125.75,4994337.59534277,88340.7345124196,52845.7771201806,6369.6035728554,3147.82361899408,350945.151689652,4013.31414312711
126,4989716.52822888,89263.7989237712,53228.9054165065,6419.65395508567,3174.08361000674,354144.220000416,4052.80986533863
126.25,4985065.1814529,90174.6862907632,53630.2501527306,6469.94911026868,3200.5084764531,357366.789662464,4092.63485441902
126.5,4980966.72666785,90506.8336808451,54032.1617342138,6520.57905674393,3227.09846356599,360613.80921873,4132.79117804567
126.75,4976844.51792345,90852.9915308669,54418.8910586,6571.49488496649,3253.8550477253,363884.968649615,4173.28090477099
127,4972102.34460041,91792.2414279313,54808.419991812,6622.6035622364,3280.77822832291,367179.506066444,4214.10612283935
127.25,4967290.70178813,92756.9125183188,55217.487303611,6673.9403930179,3307.8668772316,370497.822204772,4255.26891491777
127.5,4963100.64517993,93071.520750399,55629.5306508295,6725.59155449574,3335.1208795418,373840.819634352,4296.77135044863
127.75,4958869.7781738,93419.8618329523,56022.956032459,6777.56325663998,3362.54110200218,377208.684105718,4338.61549642331
128,4954008.49581587,94370.9816827892,56419.1278960491,6829.76250737565,3390.12914175888,380600.699515347,4380.80344080552
128.25,4949110.39835539,95314.8839161654,56834.455971866,6882.18138573527,3417.88367998648,384016.85940968,4423.33728117362
128.5,4944801.73803509,95642.8283971336,57250.1204825915,6934.93729555046,3445.80439081869,387458.352288631,4466.21911018105
128.75,4940467.51309302,95987.1172948421,57649.1952508941,6987.978839846,3473.89299012689,390924.851537858,4509.45099341139
129,4935481.55444138,96955.724316232,58050.8333588618,7041.20294731768,3502.14937834729,394415.500507733,4553.03505012905
129.25,4930460.87786305,97914.1686803055,58471.9981377887,7094.65194852316,3530.57215808306,397930.757844646,4596.97336760233
129.5,4926047.04022809,98239.0728657775,58893.3509996236,7148.42858795377,3559.16111426222,401471.678175094,4641.26802919562
129.75,4921613.79631594,98575.4549225596,59296.3926427265,7202.49265499346,3587.91743881791,405038.024908938,4685.92111602562
130,4916496.75949429,99567.9969029686,59701.7546206794,7256.74136704346,3616.84202268262,408628.970871062,4730.93472127055
130.25,4911353.54255362,100538.494105999,60130.2153111974,7311.15016378729,3645.93347802562,412244.353429453,4776.31095792034
130.5,4906838.50951781,100855.606752765,60557.0808024278,7365.88122964227,3675.18813273196,415885.681666927,4822.05189769107
130.75,4902270.06854382,101216.86485989,60966.2357766325,7420.93042399381,3704.60991177446,419553.130894926,4868.15958896757
131,4897032.75998769,102217.641722379,61379.7936077221,7476.09104856575,3734.19874604982,423244.87876664,4914.63612095589
131.25,4891787.15942061,103181.474476991,61812.0026836922,7531.52324693819,3763.95057319509,426962.405999463,4961.48359910985
131.5,4887160.82014975,103500.394329509,62242.6247802481,7587.27135491866,3793.86860259609,430706.316752394,5008.70403058153
131.75,4882485.033414,103859.034535991,62656.3518430473,7643.26580086831,3823.95260756919,434476.062270432,5056.29952809203
132,4877124.1231402,104872.99922925,63074.3770654004,7699.38973611022,3854.20187800662,438270.636804049,5104.27214698491
132.25,4871757.26517212,105847.191713873,63511.5597146367,7755.74292681525,3884.61393211262,442091.002571759,5152.62396868444
132.5,4867023.18609897,106162.824342692,63946.7853697876,7812.42673950604,3915.18972203911,445938.23072285,5201.35700415881
132.75,4862240.48598897,106517.551157543,64364.7047620963,7869.33970479351,3945.93047131255,449811.514590202,5250.47332508484
133,4856756.59558006,107543.487385787,64786.8407108124,7926.37251149904,3976.83460333697,453709.894216478,5299.97499202782
133.25,4851235.93320524,108558.212920654,65230.2123206961,7983.61740628442,4007.89967676779,457634.260431898,5349.86403846086
133.5,4846400.5854487,108860.335498373,65672.8709764523,8041.1853198946,4039.1259747194,461585.754308251,5400.14247360714
133.75,4841546.74406395,109174.63858733,66094.3804511222,8099.01003130994,4070.51489127281,465563.899655375,5450.81231964301
134,4835943.92611838,110210.407144197,66516.8712597669,8156.9904355067,4102.06664317382,469567.862784315,5501.87561465772
134.25,4830291.12937726,111246.612484019,66962.5754922569,8215.10264022892,4133.77924757387,473597.46636221,5553.33439645591
134.5,4825335.38278889,111557.088671256,67409.1510044287,8273.4875756548,4165.65013706343,477654.04915844,5605.19066426741
134.75,4820375.47243066,111865.316930557,67834.1464841479,8332.15095915199,4197.68013550991,481737.786657136,5657.44640283691
135,4814655.26588041,112906.388046938,68259.926466741,8390.95161444572,4229.87033414244,485847.494062102,5710.10359522002
135.25,4808877.3967854,113955.334865264,68708.8921183546,8449.87982838041,4262.21837002223,489983.113781714,5763.1642508689
135.5,4803793.70373617,114281.005163876,69158.7911870989,8509.0846056854,4294.72184786261,494146.063120119,5816.63033918598
135.75,4798712.15974369,114596.173055976,69589.2020794156,8568.52112267157,4327.38206330065,498336.058133158,5870.50380178361
136,4792892.06966691,115623.019199648,70019.5539459733,8628.09307431606,4360.19830223216,502552.279213533,5924.78659738464
136.25,4786993.25013578,116680.665633326,70470.5580962194,8687.8293561859,4393.16897206458,506795.047130068,5979.4806763531
136.5,4781794.43895225,117008.601304535,70922.9590914525,8747.82284464784,4426.29316209031,511065.296677846,6034.5879671762
136.75,4776586.97976403,117335.846747272,71356.8511394856,8808.01914962475,4459.57103976225,515362.621767207,6090.11039261776
137,4770637.92620132,118376.531593713,71791.8976295521,8868.33064620704,4493.00123150973,519686.262825514,6146.04987218537
137.25,4764629.57409625,119428.772001525,72246.9337247723,8928.82545002161,4526.58218439552,524036.904239207,6202.40830382837
137.5,4759335.74134897,119736.977475852,72703.0636608627,8989.55976401088,4560.31366479993,528415.156509803,6259.18757570101
137.75,4754045.37351231,120034.08306631,73138.6867733497,9050.49848200439,4594.19521936836,532820.773376287,6316.38957036709
138,4747986.45434798,121073.122490279,73573.6606604827,9111.54984416376,4628.22603556479,537252.970458333,6374.0161631988
138.25,4741864.61115958,122126.467887631,74029.6606393108,9172.74115996552,4662.404394142,541712.045544258,6432.06921511087
138.5,4736467.4648652,122425.826231929,74486.4620328163,9234.1538558992,4696.72906369865,546198.813379675,6490.55057078519
138.75,4731084.64638616,122704.422675026,74921.5576382156,9295.74651132064,4731.19955679782,550712.965173403,6549.46205907255
139,4724899.20692543,123759.006619946,75355.9632347844,9357.43356642163,4765.81498627644,555253.769169805,6608.80549733848
139.25,4718657.53999406,124818.951706525,75813.8041961422,9419.22212082224,4800.57340106496,559821.325883525,6668.58269786106
139.5,4713182.80238203,125083.830880273,76271.2868098769,9481.21387627273,4835.47226621882,564416.598346368,6728.79543896429
139.75,4707691.22711253,125361.013405774,76704.7831136569,9543.40251974014,4870.51164001608,569039.616726411,6789.44548187189
140,4701367.77193654,126442.037309903,77139.3089427563,9605.63316344833,4905.69142938902,573689.022645457,6850.53457250193
140.25,4695011.16910729,127504.919514676,77597.8687907216,9667.93136790766,4941.00803275079,578365.038718924,6912.06446773236
140.5,4689434.78943953,127759.874920182,78055.4103452314,9730.43788204648,4976.45904614042,583068.991495003,6974.03687186745
140.75,4683847.35834386,128021.779484534,78488.5584524306,9793.12136423533,5012.04489526348,587800.684001894,7036.4534577818
141,4677418.46410382,129097.5696018,78922.2915068156,9855.82960533827,5047.76494287136,592558.764326673,7099.31591268135
141.25,4670948.496527,130162.942392353,79380.3180055881,9918.58447379479,5083.61560907501,597343.417081454,7162.62591072893
141.5,4665277.41220215,130401.936885137,79837.1442213435,9981.53081025643,5119.59426844511,602155.99653608,7226.38507658822
141.75,4659588.63409008,130655.300793619,80268.8473957801,10044.6359022362,5155.70122829494,606996.285585101,7290.59500489175
142,4653041.55853304,131739.310511428,80701.3034780152,10107.7439151582,5191.93572003539,611862.890543086,7355.25729923515
142.25,4646459.0587194,132807.126229521,81158.262236711,10170.8789094494,5228.29396087013,616756.006393739,7420.37355031275
142.5,4640686.42032073,133037.763593882,81613.9218813178,10234.1868189949,5264.77317576142,621676.988912955,7485.94529635357
142.75,4634905.29091639,133274.120491912,82043.9879486409,10297.6354688299,5301.37353510105,626625.617595421,7551.97404370974
143,4628255.18260336,134352.381014142,82474.3452940645,10361.0666620613,5338.0941576868,631600.468962657,7618.46130603242
143.25,4621567.01576116,135416.913708953,82929.5118884401,10424.5031278988,5374.93108144021,636601.71584926,7685.40858284941
143.5,4615707.96460083,135625.491741417,83383.0102592273,10488.0946478824,5411.88135589802,641630.740076255,7752.81731849254
143.75,4609830.84596075,135850.215328133,83810.2070155764,10551.80660981,5448.94506492645,646687.291097269,7820.68892353768
144,4603071.24958393,136930.447128447,84237.7682638905,10615.47811624,5486.1211715775,651769.910921082,7889.02481482711
144.25,4596273.81665482,137996.786751372,84690.258437276,10679.1330659869,5523.40553575149,656878.773161909,7957.82639288355
144.5,4590315.72951767,138197.254074006,85140.9394213172,10742.9227902903,5560.79503941016,662015.264156271,8027.09500102996
144.75,4584350.27548471,138404.390348228,85564.2353907533,10806.8172043305,5598.28941205106,667179.16021255,8096.83194738146
145,4577481.5593971,139485.944235756,85990.2145826834,10870.6250485772,5635.88814182498,672368.730053456,8167.03854059885
145.25,4570624.12084941,140506.6541159,86439.0841107508,10934.4064635524,5673.58544397141,677584.432934058,8237.7160823571
145.5,4564586.66172456,140683.855767653,86882.6041341836,10998.3741892018,5711.37955741207,682828.258843506,8308.86578348123
145.75,4558498.35268757,140909.151201898,87302.0505883538,11062.3193947962,5749.27197737501,688098.365289792,8380.48886021851
146,4551531.81240678,141984.120288788,87724.1769789895,11126.1593564222,5787.25725024496,693393.887173728,8452.58654504584
146.25,4544571.52716016,143003.344393301,88169.0355319105,11189.9843727662,5825.33173834351,698715.616836001,8525.15996751952
146.5,4538450.68423872,143160.299964191,88608.41277443,11253.9438541555,5863.49385723574,704064.955062806,8598.21024846173
146.75,4532275.04414445,143370.130282917,89022.7908434357,11317.8971501132,5901.74397167565,709440.655138865,8671.73846853917
147,4525213.10051052,144438.120879345,89439.9697480671,11381.6977623191,5940.07786380459,714841.287490082,8745.74574586172
147.25,4518156.77653885,145451.294869442,89879.8227604671,11445.4691132081,5978.49069932833,720267.91292534,8820.23309336726
147.5,4511950.41189348,145592.172312565,90314.0458653428,11509.3497802028,6016.98135639212,725721.83730178,8895.20149023595
147.75,4505692.52257092,145783.28432616,90723.0097804207,11573.19788224,6055.54972111053,731201.78380175,8970.65191740167
148,4498543.24008982,146838.378658473,91134.3708823033,11636.8721105932,6094.19150302096,736706.361413694,9046.58534208958
148.25,4491398.1435086,147840.736767447,91568.0275844514,11700.5023835437,6132.90186156325,742236.685236074,9123.00265832153
148.5,4485112.70683451,147961.530463181,91996.0643924105,11764.2108332806,6171.67973659505,747793.903027244,9199.90471278008
148.75,4478776.5316819,148132.740590001,92398.3042226347,11827.8588550178,6210.52451126983,753376.747778841,9277.29236033016
149,4471539.59440781,149177.829734991,92802.8202024931,11891.3082685758,6249.43184880343,758983.849110539,9355.16642678461
149.25,4464308.19543973,150169.227645699,93229.688245513,11954.685547627,6288.39674519011,764616.278702214,9433.52767402679
149.5,4457946.62871568,150269.556222291,93650.6831936369,12018.1179131547,6327.41794932264,770275.219196515,9512.37680939843
149.75,4451536.06443441,150419.396645755,94045.5189392827,12081.4618730947,6366.49477133378,775959.348790522,9591.71454559892
150,4444217.29430591,151451.345876576,94442.3103374701,12144.5814985089,6405.62261924694,781667.303792329,9671.5415699594
150.25,4436904.5087552,152429.715606623,94861.3373960324,12207.6064126916,6444.79646066783,787400.176872878,9751.85849590973
150.5,4430471.51721029,152507.720385401,95274.3438419582,12270.6573601343,6484.01494586578,793159.080367695,9832.66588865496
150.75,4423990.52617421,152635.239237986,95660.7136077522,12333.5919615673,6523.27710989933,798942.687594089,9913.96431448926
151,4416592.94000151,153653.960748604,96048.8634089129,12396.2747746469,6562.57824861285,804749.628508747,9995.75430895959
151.25,4409202.63067185,154618.323073109,96459.2890467837,12458.8343333174,6601.91316462382,810580.97337438,10078.0363359375
151.5,4402702.19177975,154673.048668444,96863.4230142299,12521.3944468963,6641.28035520982,816437.850928549,10160.8108069166
151.75,4396154.93832424,154777.066709574,97240.5353371833,12583.8094719559,6680.6787520501,822318.893272467,10244.0781325297
152,4388684.11346719,155780.119599927,97619.1566183901,12645.9446875488,6720.10344907103,828222.723484705,10327.8386931661
152.25,4381221.41713788,156728.591641614,98020.0003823538,12707.9304866194,6759.54915730595,834150.418402135,10412.0927920921
152.5,4374658.31740123,156758.531064701,98414.3365612077,12769.8881452972,6799.01425951093,840103.071886014,10496.8406820335
152.75,4368049.27437456,156837.952768696,98781.2199151787,12831.6718706466,6838.49749351458,846079.300965192,10582.0826122072
153,4360509.1674711,157824.751418493,99149.408881635,12893.1465435786,6877.99382648276,852077.713060636,10667.8187980694
153.25,4352978.88720048,158755.911829256,99539.8372671448,12954.4427378242,6917.49780849914,858099.37377874,10754.0493780517
153.5,4346360.38198877,158757.31450957,99923.4485068315,13015.6842804317,6957.00769343836,864145.388583832,10840.7744371211
153.75,4339694.04702196,158811.468951608,100278.877683058,13076.7255141914,6996.52212959741,870214.364644726,10927.9940548583
154,4332086.84754476,159783.455317302,100635.70685504,13137.4231214542,7036.03602542773,876304.822857791,11015.7082782195
154.25,4324492.90958071,160696.86192821,101015.065638345,13197.9062367619,7075.5435532497,882417.795989042,11103.9170736765
154.5,4317820.91370156,160671.452573322,101387.146192758,13258.3133185961,7115.04276570915,888554.511098307,11192.6203497467
154.75,4311102.16529156,160698.887915305,101730.588671431,13318.4926523572,7154.53249025013,894713.514972622,11281.8180064694
155,4303436.51296545,161651.149870577,102075.255684253,13378.2961166423,7194.00738722378,900893.268056717,11371.5099191337
155.25,4295785.85052124,162543.899987668,102442.399359856,13437.8576962538,7233.4614888361,907094.835074344,11461.6958718021
155.5,4289062.55597244,162493.379427154,102802.076757089,13497.3130951789,7272.89277829444,913319.40637678,11552.3755930643
155.75,4282295.84232013,162493.270559945,103133.036953851,13556.5082507895,7312.2999201442,919565.493191722,11643.5488034213
156,4274580.99040632,163420.508202727,103464.701624872,13615.3020248601,7351.67735317285,925831.605197643,11735.2151904014
156.25,4266880.33670337,164290.144814114,103818.452738953,13673.8325033751,7391.01923636161,932118.839649382,11827.3743544405
156.5,4260112.46058682,164211.987626452,104164.749288873,13732.2199022635,7430.32354794119,938428.233208471,11920.0258391798
156.75,4253302.95930878,164183.64243494,104482.001920356,13790.3152915707,7469.58851883021,944758.323343163,12013.1691823552
157,4245540.86950245,165088.125867431,104799.769048742,13847.9809945821,7508.80858833973,951107.642122139,12106.8038763162
157.25,4237794.58742662,165934.331850969,105139.584476567,13905.3512244918,7547.97779455358,957477.237891934,12200.9293348626
157.5,4230990.99877486,165823.983040593,105471.644301025,13962.5515281811,7587.0939831974,963868.183463199,12295.5449089396
157.75,4224143.91793284,165766.826166364,105774.01842726,14019.4323592846,7626.15535400821,970278.999819391,12390.6499408554
158,4216336.9725002,166650.631732371,106077.014019105,14075.8479946659,7665.15631606563,976708.133704052,12486.2437335407
158.25,4208549.61425056,167473.127482091,106402.310159715,14131.9312576574,7704.09056390162,983156.600782853,12582.325503221
158.5,4201712.56220418,167332.767454627,106719.400693097,14187.8225059949,7742.9557732481,989625.5969659,12678.8944029516
158.75,4194833.2056954,167245.688410664,107006.454781926,14243.3663450412,7781.75036385977,996113.584830548,12775.949572557
159,4186991.04983085,168103.664501764,107293.958817408,14298.4127562782,7820.46853531299,1002618.95543668,12873.4901217144
159.25,4179170.03792771,168899.831419348,107603.658527613,14353.0991199645,7859.10389235265,1009142.75405024,12971.5150627768
159.5,4172303.33449197,168730.304282032,107904.98054806,14407.5630853054,7897.65407276024,1015686.14017182,13070.0233480524
159.75,4165396.84926022,168612.700368111,108176.111282513,14461.648816254,7936.11738271593,1022247.55897276,13169.0139174247
160,4157527.22486522,169441.805730985,108447.36886013,14515.2094854517,7974.4879052593,1028825.41747944,13268.4856735145
160.25,4149679.30830353,170209.785203334,108740.552349017,14568.3847290698,8012.7592770213,1035420.77271127,13368.4374267518
160.5,4142789.36195974,170009.547878213,109025.282748965,14621.3048649435,8050.92913324723,1042034.70549086,13468.8679240258
160.75,4135861.13302756,169861.047652499,109279.563995092,14673.8165251863,8088.99555456183,1048665.66734289,13569.7759022085
161,4127968.46438657,170661.766314077,109533.811341163,14725.7746238494,8126.95261397059,1055312.07066616,13671.1600542033
161.25,4120099.04508268,171400.998138976,109809.882723794,14777.3170591107,8164.79388362559,1061974.94412691,13773.0189849106
161.5,4113191.18928287,171169.680553699,110077.308217064,14828.5764422861,8202.51692621105,1068655.37734527,13875.3512326022
161.75,4106246.76112852,170989.652517973,110314.118480186,14879.3977425416,8240.11979430056,1075351.79501211,13978.1553243637
162,4098337.83422744,171760.227625378,110550.664272856,14929.6373441533,8277.59647466341,1082062.61031036,14081.4297451508
162.25,4090453.39263894,172469.345562517,110808.863580171,14979.4341342549,8314.94054638791,1088788.8506499,14185.1728878285
162.5,4083533.53509039,172206.163516443,111058.278016348,15028.9183742792,8352.14954112054,1095531.57237986,14289.3830815542
162.75,4076578.48433091,171994.211677115,111276.892798457,15077.935907452,8389.22142293885,1102289.1952205,14394.0586426325
163,4068658.79281648,172734.314583306,111495.073622804,15126.343758851,8426.1501635402,1109060.12721157,14499.1978434563
163.25,4060765.39422907,173412.421698656,111734.793930584,15174.2805318167,8462.92930463835,1115845.38143974,14604.7988655004
163.5,4053840.51024085,173115.642270971,111965.538742128,15221.8777800573,8499.55634910487,1122646.01479155,14710.859825338
163.75,4046880.34449328,172871.654482185,112165.167930482,15268.9820765696,8536.0292561043,1129460.44293533,14817.3788260512
164,4038954.64514978,173581.823765672,112364.358345154,15315.446791138,8572.34202360505,1136287.02999632,14924.3539283259
164.25,4031057.90173076,174228.537726541,112585.111458703,15361.4098500435,8608.48805352216,1143126.76807994,15031.7831004895
164.5,4024132.10651943,173899.353218121,112796.632958061,15407.009923727,8644.46480507104,1149980.76833099,15139.6642446043
164.75,4017172.37112674,173622.968027938,112976.886293301,15452.0912450159,8680.27037358537,1156847.41768518,15247.9952482374
165,4009248.83308348,174300.367146573,113156.567661872,15496.5056530589,8715.89869909473,1163725.05379471,15356.7739612163
165.25,4001355.69733046,174914.232930012,113357.658002582,15540.393130865,8751.34318943053,1170614.67728014,15465.9981365135
165.5,3994433.79260007,174553.265891821,113549.407497319,15583.8909616381,8786.6013244918,1177517.37626179,15575.6654628714
165.75,3987479.95935711,174244.378923001,113709.842644987,15626.8437816889,8821.67118911728,1184431.53048862,15685.773615472
166,3979565.58130756,174887.442889423,113869.517680295,15669.1054607636,8856.54672275305,1191355.48571034,15796.3202288719
166.25,3971682.62527103,175467.41741549,114050.376026986,15710.8166741393,8891.22140330867,1198290.24036503,15907.3028440098
166.5,3964770.6500824,175074.146104313,114221.836541468,15752.1115773479,8925.69275393748,1205236.844004,16018.7189365356
166.75,3957828.22185572,174732.823830533,114361.913432996,15792.8364336988,8959.95881468977,1212193.67966219,16130.5659701753
167,3949928.45099358,175341.632285879,114501.11858794,15832.8464767871,8994.01358193978,1219159.09670801,16242.8413658626
167.25,3942061.58647782,175887.310940805,114661.351440058,15872.2815711543,9027.85057155804,1226134.07654514,16355.5424534733
167.5,3935165.33266645,175461.502841508,114812.087547069,15911.2766763384,9061.46733529715,1233119.66643622,16468.6664971198
167.75,3928239.80856136,175087.819567469,114931.375984488,15949.6785313217,9094.86196175309,1240114.24464452,16582.2107490895
168,3920360.53315064,175662.054489805,115049.717429188,15987.342370376,9128.02850266829,1247116.15163658,16696.172420742
168.25,3912515.80605717,176172.967196502,115188.95232409,16024.407849248,9160.96051178848,1254126.35742954,16810.5486316615
168.5,3905640.43224255,175715.056526458,115318.596175395,16061.0111931001,9193.65558366646,1261145.91184178,16925.3364370452
168.75,3898737.21909126,175309.161541905,115416.787876631,16096.9993866906,9226.11188964908,1268173.1873336,17040.5328802609
169,3890884.89169616,175847.95982341,115513.941937,16132.2281182498,9258.3235402986,1275206.51991936,17156.1349655194
169.25,3883068.51201417,176323.533449871,115631.819329004,16166.8373275083,9290.28416654776,1282246.87410759,17272.1396053113
169.5,3876219.25922326,175833.9014009,115740.054162521,16200.9627954751,9321.99143438955,1289295.28733439,17388.5436490641
169.75,3869343.66236361,175396.092659634,115816.872050279,16234.4524938254,9353.44358178225,1296350.13291555,17505.3439353199
170,3861524.35649501,175898.987788349,115892.57202516,16267.1631125754,9384.63480785677,1303409.74850716,17622.5372638923
170.25,3853742.32217451,176338.856490137,115988.817777819,16299.2344458738,9415.55884117544,1310475.08992585,17740.1203446343
170.5,3846924.44070195,175817.880893935,116075.39000949,16330.8018745962,9446.21343395311,1317547.18326098,17858.0898250989
170.75,3840081.68588313,175348.542582887,116130.613539781,16361.7144598942,9476.59690574585,1324624.40428537,17976.4423431904
171,3832301.27045878,175815.272323853,116184.655128054,16391.8299942898,9506.70356359917,1331705.09403238,18095.1744990415
171.25,3824559.43000424,176219.207418899,116259.065692935,16421.2879658924,9536.5272510695,1338790.19886259,18214.2828043746
171.5,3817778.05878001,175667.364819997,116323.787921139,16450.2234942983,9566.06581988956,1345880.73545473,18333.7637099371
171.75,3810973.26342498,175166.971762068,116357.263189406,16478.486795279,9595.31769135509,1352975.08347892,18453.6136579913
172,3803237.49302727,175597.367977991,116389.50747458,16505.9367907207,9624.27729787796,1360071.58837711,18573.8290544534
172.25,3795541.5683843,175965.243412252,116441.943424507,16532.712610046,9652.93861507245,1367171.1873354,18694.4062184194
172.5,3788801.68364963,175383.143435394,116484.694644548,16558.9490901659,9681.29960953602,1374274.88816109,18815.341409641
172.75,3782039.83717543,174852.26126771,116496.338093483,16584.497693643,9709.35882111908,1381381.07606791,18936.6308807055
173,3774354.36749162,175246.216798614,116506.712390503,16609.218614235,9737.11082439133,1388488.10303116,19058.2708494874
173.25,3766709.94793656,175578.000077536,116537.096541813,16633.2505902871,9764.54974687878,1395596.89765805,19180.2574488733
173.5,3760015.44658138,174967.276723589,116557.833109311,16656.7277165182,9791.6736868171,1402708.4554281,19302.586754291
173.75,3753301.36604861,174406.468180241,116547.767086876,16679.5019545339,9818.48130583581,1409821.16058827,19425.254835629
174,3745672.9953862,174762.666118376,116536.273928607,16701.4380071264,9844.96729993606,1416933.40153063,19548.2577291256
174.25,3738085.94143948,175058.066244696,116544.490347282,16722.675024427,9871.12606737023,1424046.10948854,19671.5913882095
174.5,3731442.38086786,174418.666403183,116543.18695528,16743.3407955185,9896.95587784154,1431160.21738772,19795.2517125998
174.75,3724780.81879918,173828.746343477,116511.317279294,16763.2910294866,9922.45542026973,1438274.13652984,19919.2345984515
175,3717213.32804116,174148.847414513,116477.995178845,16782.3933801896,9947.61961508854,1445386.28046367,20043.5359065306
175.25,3709688.40642654,174408.442528882,116464.214742758,16800.7848310485,9972.443041842,1452497.55700815,20168.1514207786
175.5,3703102.9366581,173738.632418448,116440.928513638,16818.59446355,9996.92411810507,1459608.90695625,20293.0768719092
175.75,3696498.34520401,173120.777294044,116387.062430132,16835.6807698039,10021.0617220142,1466718.76459178,20418.3079882248
176,3688994.18845965,173407.713179386,116332.000798475,16851.9066983309,10044.851045665,1473825.49935032,20543.8404681695
176.25,3681535.28085609,173632.806470054,116296.564036195,16867.4065022122,10068.2866662482,1480929.98553568,20669.6699335125
176.5,3675009.81517957,172935.923286243,116251.516821865,16882.3206608947,10091.3671036046,1488033.26499432,20795.7919535098
176.75,3668466.71469525,172290.595654419,116176.139492132,16896.5050028565,10114.0916636522,1495133.75139655,20922.2020951398
177,3661033.76794234,172541.673574597,116099.588599908,16909.8211117659,10136.4556499628,1502229.79721516,21048.8959062635
177.25,3653647.00952661,172731.508830853,116042.453717685,16922.405812561,10158.4538644111,1509322.29939501,21175.8688528681
177.5,3647183.74510402,172010.537515354,115975.859634199,16934.3955226007,10180.0850459473,1516412.26082309,21303.1163547936
177.75,3640706.06622557,171338.724869482,115879.476017656,16945.6472875957,10201.3486346213,1523498.10313194,21430.6338331379
178,3633351.61650155,171551.747947173,115781.700386642,16956.0304172238,10222.2400956574,1530578.24796529,21558.4166864677
178.25,3626042.47163241,171706.119740492,115702.90015054,16965.6831467612,10242.7546517449,1537653.61043823,21686.4602398176
178.5,3619646.82505518,170960.774286868,115614.947160814,16974.7289142365,10262.8913139709,1544725.07349473,21814.7597742054
